Thinking Of You,Loggins & Messina
Two Fools,Frankie Avalon
Moon River,Henry Mancini And His Orchestra
She's Mine,Steve Perry
Kiss An Angel Good Mornin',Charley Pride
Baby Face,The Wing And A Prayer Fife & Drum Corps.
"Baby, Come To Me",Patti Austin A Duet With James Ingram
33,Polo G
What About Us,The Coasters
Find Another Girl,Jerry Butler
The Basie Twist,Count Basie & His Orch.
Harvest For The World,The Isley Brothers
Function At The Junction,Shorty Long
Shower,Becky G
She Got The Goldmine (i Got The Shaft),Jerry Reed
If Nobody Believed In You,Joe Nichols
Desperately Wanting,Better Than Ezra
"Gone, Gone, Gone",Bad Company
Say You Really Want Me,Kim Wilde
Farewell Andromeda (Welcome To My Morning),John Denver
Will You Be There (In The Morning),Heart
All I Could Do Was Cry,Etta James
The Greatest Hurt,Jackie Wilson
Have I Stayed Away Too Long,Bobby Bare
Gotta Lotta,2 Chainz Featuring Lil Wayne
Hot Pants,Salvage
Take It From Me,Jordan Davis
Double Fantasy,The Weeknd Featuring Future
Fool Like You,Tim Moore
Outlaw Man,Eagles
I'm Going In,Drake Featuring Lil Wayne & Young Jeezy
Long Dark Road,The Hollies
Ride Captain Ride,Blues Image
Long Long Time,Linda Ronstadt
Love Me,The 1975
Do It Just Like A Rockstar,Freak Nasty Featuring Crazy Mike
You,Lloyd Featuring Lil Wayne
I'm Not My Brothers Keeper,The Flaming Ember
Seven Lonely Nights,Four Tops
26 Cents,The Wilkinsons
New York,Ja Rule Featuring Fat Joe & Jadakiss
Over The Weekend,The Playboys
(what) In The Name Of Love,Naked Eyes
Can't Get Over (The Bossa Nova),Eydie Gorme
I've Had It,Fanny
Love Come Down,Evelyn King
Banzai Pipeline,Henry Mancini And His Orchestra
The London,"Young Thug, J. Cole & Travis Scott"
Where,The Platters
I Like,Men Without Hats
Vivrant Thing,Q-Tip
Way Too Cold,Kanye West Featuring DJ Khaled
Foolish One (Taylor's Version) (From The Vault),Taylor Swift
Athena,The Who
Just Breathe,Pearl Jam
As Long As It Matters,Gin Blossoms
Looking For A New Love,Jody Watley
A Song For You,Andy Williams
Sixteen Reasons,Laverne & Shirley
Walk In The Night,Jr. Walker & The All Stars
Believe,Mumford & Sons
Will You Be Staying After Sunday,The Peppermint Rainbow
The Zip,MFSB
I Can't Stand Still,Don Henley
Red Roses For A Blue Lady,Bert Kaempfert And His Orchestra
Blackout,Breathe Carolina
I Hope You Dance,Lee Ann Womack
In Heaven There Is No Beer,Clean Living
Your Unchanging Love,Marvin Gaye
Strip,Chris Brown Featuring Kevin K-MAC McCall
(He's) Raining In My Sunshine,Jay & The Americans
This Sporting Life,Ian Whitcomb And Bluesville
Tighten Up,Archie Bell & The Drells
My Body,LSG
Livin' Our Love Song,Jason Michael Carroll
Could I Forget You,Tyrone Davis
Ain't Nobody Home,B.B. King
How To Save A Life,The Fray
Redrum,21 Savage
Good Guy,Eminem Featuring Jessie Reyez
You'll Be Mine (Party Time),Gloria Estefan
Faded Love,Patsy Cline
Sarah's Place,Zach Bryan Featuring Noah Kahan
No More Games,Skin Deep Featuring Li'l Kim Of Junior M.A.F.I.A.
The Yen Yet Song,Gary Cane And His Friends
O... Saya,M.I.A. & A R Rahman
Pop Out,Polo G Featuring Lil Tjay
Shimmy Shimmy,The Orlons
Let It Be Me,The Everly Brothers
Soul Man,Blues Brothers
You Should Be Dancing,Bee Gees
Got It Twisted,Mobb Deep
Everybody Knows Matilda,Duke Baxter
Good Morning Judge,10cc
Happy Days,Marv Johnson
Fair Trade,Drake Featuring Travis Scott
Demeanor,Pop Smoke Featuring Dua Lipa
We May Never Pass This Way (Again),Seals & Crofts
I Got Id/Long Road,Pearl Jam
Wrong Again,Martina McBride
Surf City,Jan & Dean
The Ghost Of You,My Chemical Romance
Sweet Thing,Mick Jagger
Make Me Belong To You,Barbara Lewis
"Don't Call Us, We'll Call You",Sugarloaf/Jerry Corbetta
Good Music,Joan Jett & The Blackhearts
Working Class Hero,Green Day
Ain't Got No Home,The Band
Little Bit O' Soul,The Music Explosion
He's Sure The Boy I Love,The Crystals
Pour Me,Trick Pony
7500 OBO,Tim McGraw
Love Land,Charles Wright And The Watts 103rd Street Rhythm Band
Let Me Know,Cam'Ron
How's It Goin' Down,DMX Featuring Faith Evans
Little Queen,Heart
Spotless,Zach Bryan Featuring The Lumineers
Edge Of Seventeen (Just Like The White Winged Dove),Stevie Nicks
I'm Gonna Be Alright,Jennifer Lopez Featuring Nas
Let Me Start Tonite,Lamont Dozier
Sweet Bird Of Youth,Nat King Cole
Brotha,Angie Stone
If I Could Reach You,The 5th Dimension
Baby That's Backatcha,Smokey Robinson
Old Man,Neil Young
Eye To Eye,Go West
Ain't Shit,Doja Cat
Ready For Whatever,T.I.
So Help Me Girl,Gary Barlow
Deadbeat Club,The B-52s
Wake Up Susan,The Spinners
What A Diff'rence A Day Makes,Dinah Washington
Sad New Day,Me Phi Me
Snap Backs & Tattoos,Driicky Graham
Comin' Home,Delaney & Bonnie & Friends/Eric Clapton
Forever,Mercy
Little Coco Palm,Jerry Wallace
Let's Put The Fun Back In Rock N Roll,Freddy Cannon & The Belmonts
Handlebars,Flobots
Auto Pilot,Migos
Crazy,Rod Wave
Second Fiddle Girl,Barbara Lynn
The Mouse,Soupy Sales
Martin & Gina,Polo G
Glock In My Lap,21 Savage & Metro Boomin
Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo
Cool It Now,New Edition
Safe In My Garden,The Mamas & The Papas
Conceited,SZA
Lonely Boy,Andrew Gold
Oh No Not My Baby,Maxine Brown
Years,Wayne Newton
The Majestic,Dion
Love Me Like You Do,Ellie Goulding
How Much Love,Leo Sayer
"Move Me, O Wondrous Music",The Ray Charles Singers
Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon"
Just Once In A Lifetime,Brenda & The Tabulations
Shake The Room,Pop Smoke Featuring Quavo
He Knows I Love Him Too Much,The Paris Sisters
24,Money Man Featuring Lil Baby
We Fly High,Jim Jones
"Two Steps Behind (From ""Last Action Hero"")",Def Leppard
Bless You,Tony Orlando
Disco Nights (Rock-Freak),G.Q.
Down,Marian Hill
Reach Out For Me,Dionne Warwick
Stoned Cowboy,Fantasy
The Fife Piper,The Dynatones
Float On,The Floaters
Found A Cure,Ashford & Simpson
Love Will Save The Day,Whitney Houston
If You're Serious,Riff
Stay Or Let It Go,Brian McKnight
Swingin' Down The Lane,Jerry Wallace
Take My Advice,Kym Sims
Wives And Lovers,Jack Jones
I Miss You,Clean Bandit Featuring Julia Michaels
Ride The Wind,Poison
Reminiscing,Little River Band
"Bump, Bump, Bump",B2K & P. Diddy
Talk Dirty,Jason Derulo Featuring 2 Chainz
Members Only,Drake Featuring PARTYNEXTDOOR
Let's Try Again,Clyde McPhatter
Beyond The Sunset,Pat Boone
Heartbeat,Don Johnson
Dirty Picture,Taio Cruz Featuring Ke$ha
That Lucky Old Sun,Ray Charles
Gallery,Mario Vazquez
Rockin' Roll Baby,The Stylistics
Hysteria,Def Leppard
While You Loved Me,Rascal Flatts
Not Too Young To Get Married,Bob B. Soxx And The Blue Jeans
No Time,Lil' Kim Featuring Puff Daddy
Too Late,The Weeknd
Almost Slipped,Meek Mill
Touch Me Baby,Ultimate
The Hardest Part,Blondie
Slow Down Summer,Thomas Rhett
Can't Hide Love,"Earth, Wind & Fire"
Gotta Hold On To This Feeling,Jr. Walker & The All Stars
How Long (Betcha' Got A Chick On The Side),The Pointer Sisters
Stricken,Disturbed
Reach Out And Touch (Somebody's Hand),Diana Ross
Tom Dooley,The Kingston Trio
Michelle,David & Jonathan
Lucky Me,Moments
I. Crawl,Childish Gambino
Cycles,Frank Sinatra
You Made Me Believe In Magic,Bay City Rollers
All The Love In The World,The Outfield
Linger,The Cranberries
Everyotherday,Or-N-More (Featuring Father M.C.)
Baby Talk,Alisha
Soul Finger,Bar-Kays
U Guessed It,OG Maco Featuring 2 Chainz
Sugaree,Jerry Garcia
Whiter Shade Of Pale,R.B. Greaves
Love Of A Woman,Travis Tritt
"Oh, Sherrie",Steve Perry
"Call My Name, I'll Be There",Wilson Pickett
Catch,Brett Young
I Don't Wanna Be A Loser,Lesley Gore
Mr. Jones,Pop Smoke Featuring Future
Every Woman In The World,Air Supply
Coming Home,Cinderella
Die 4 Me,Halsey
I Heard It Through The Grapevine,Gladys Knight And The Pips
Burnin' Up,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott"
After Dark,Drake Featuring Static Major & Ty Dolla $ign
It's A Heartache,Bonnie Tyler
Liquid Dreams,O-Town
Eyes Open,Taylor Swift
Saturday Night At The World,Mason Williams
You've Got To Crawl (Before You Walk),The 8th Day
Empty Garden (Hey Hey Johnny),Elton John
Dance Like There's No Tomorrow,Paula Abdul & Randy Jackson
Think,James Brown
Great Gosh A'mighty (Down & Out In Bev. Hills Theme),Little Richard
Pricey,"J. Cole Featuring Ari Lennox, Young Dro & Gucci Mane"
Without Your Love (mr. Jordan),Charlie Ross
Lookin' For That Girl,Tim McGraw
Johnny Cash,Jason Aldean
Do That To Me One More Time,Captain & Tennille
What's Going On,Marvin Gaye
J**z In My Pants,The Lonely Island
Midnight,Logic
One More Night,Streek
Can't Catch Me Now,Olivia Rodrigo
Last Kiss,Wednesday
Image - Part 1,Hank Levine And Orchestra
"Puddin N' Tain (Ask Me Again, I'll Tell You The Same)",The Alley Cats
"From The Bottom Of My Heart (Dammi, Dammi, Dammi)",Dean Martin
Do What You Gotta Do,Bobby Vee
Wishing Well,Terence Trent D'Arby
Mr. Brightside,The Killers
Tickle Me,Elvis Presley With The Jordanaires
Night Train,Richard Hayman And His Orchestra
Monkey,George Michael
Through The Years,Kenny Rogers
Wherever Would I Be,Cheap Trick
Medley: Love Songs Are Back Again,Band Of Gold
You Belong To Me,The Doobie Brothers
Shoot For The Moon,Poco
Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E
Writing's On The Wall,Sam Smith
The Exodus Song (This Land Is Mine),Pat Boone
Hungry,Lita Ford
Livingston Saturday Night,Jimmy Buffett
I Will,Dean Martin
Good,Better Than Ezra
I'm So Glad,The Fuzz
Take Me In Your Arms,Lil Suzy
Limelight,Mr. Acker Bilk
Not Enough Indians,Dean Martin
Echo,The Emotions
Given Up,Linkin Park
"Lions, Tigers & Bears",Jazmine Sullivan
Don't Wanna Think About Paula,Dickey Lee
I Who Have Nothing,Liquid Smoke
The Bilbao Song,Andy Williams
Breathe And Stop,Q-Tip
It's A Happening World,The Tokens
Faith,The Weeknd
Rude,MAGIC!
Mister Lonely,The Videls
We Cry Together,Kendrick Lamar & Taylour Paige
Kung Fu,Curtis Mayfield
She's In Love With You,Suzi Quatro
The World,Brad Paisley
Never Thought (That I Could Love),Dan Hill
All Your Goodies Are Gone (The Loser's Seat),The Parliaments
Mississippi Girl,Faith Hill
My First Kiss,3OH!3 Featuring Ke$ha
Theme From The Apartment,Ferrante & Teicher
Fabulous,Ashley Tisdale & Lucas Grabeel
19 Somethin',Mark Wills
You Were Made For Me,Luther Ingram
Say Yes To Heaven,Lana Del Rey
Is It Me?,Barbara Mason
In These Arms,Bon Jovi
Sweet Annie Laurie,Sammy Turner and The Twisters
I Shot The Sheriff,Eric Clapton
Bye,Peso Pluma
Doin' This,Luke Combs
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty
Finally,T.G. Sheppard
Weak And Powerless,A Perfect Circle
"Sing It, Shout It",Starz
Slipping Away,Dave Edmunds
King Nothing,Metallica
Ways To Be Wicked,Lone Justice
Sukiyaki,A Taste Of Honey
Bartender,Lady Antebellum
"Live, Laugh, Love",Clay Walker
You Make Me Real/Roadhouse Blues,The Doors
Will You Still Love Me?,Chicago
Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera
A Million Dreams,P!nk
Hey Big Brother,Rare Earth
Invitation To Dance,Kim Carnes
Beautiful Liar,Beyonce & Shakira
Emotional Rescue,The Rolling Stones
Tears On My Pillow,Little Anthony And The Imperials
You Don't Have To Cry,Rene & Angela
Glory Of Love,The Roommates
Rockin' Into The Night,38 Special
Take Care Of Your Homework,Johnnie Taylor
Walking Down Your Street,The Bangles
Hallelujah,Matthew Schuler
Maps,Maroon 5
I'm Your Angel,R. Kelly & Celine Dion
Just A Song Before I Go,"Crosby, Stills & Nash"
IDGAF,"Tee Grizzley, Mariah The Scientist & Chris Brown"
Come & Get It,Selena Gomez
Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink"
I Like It,The Blackout Allstars
If I Were A Carpenter,Four Tops
What Am I Living For,Ray Charles
Hey Jealousy,Gin Blossoms
A Fine Fine Day,Tony Carey
Memories Are Made Of This,The Drifters
Still They Ride,Journey
Run For The Roses,Dan Fogelberg
Sunflower,Glen Campbell
Midnight Rider,Joe Cocker and The Chris Stainton Band
Let Love Rule,Lenny Kravitz
H.a.p.p.y. Radio,Edwin Starr
Rake It Up,Yo Gotti Featuring Nicki Minaj
You're Just About To Lose Your Clown,Ray Charles
Comin' To Your City,Big & Rich
This Is Ponderous,2nu
Boom Shak A-Tack,Born Jamericans
Daisy A Day,Jud Strunk
Nueva Vida,Peso Pluma
All Night Long,Billy Squier
Meet Me At The Twistin' Place,Johnnie Morisette
(There'll Come A Day When) Ev'ry Little Bit Hurts,Bobby Vee
Gone Long Gone,Chicago
At Last,Sundance Head
Make It With You,The Whispers
Chante's Got A Man,Chante Moore
Well All Right,Santana
Not A Bad Thing,Justin Timberlake
Rings,Lobo
Make Me Your Baby,Barbara Lewis
Judy Loves Me,Johnny Crawford
Just Another Day,Queen Latifah
Real Real Real,Jesus Jones
Every Breath You Take,Hannah Huston
Lovin' All Night,Patty Loveless
Texas In My Rear View Mirror,Mac Davis
Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ
It Doesn't Matter Anymore,Buddy Holly
Presidential,YoungBloodZ
If You Love Me,Mint Condition
Who Do You Give Your Love To?,Michael Morales
Sun City,Artists United Against Apartheid
Shaving Cream,Benny Bell
Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc
"Tonight My Love, Tonight",Paul Anka
Paris,The Chainsmokers
Puppet,"Tyler, The Creator"
All For One,High School Musical 2 Cast
Without You/Never Forget You,Mariah Carey
No Son Of Mine,Genesis
It Never Rains In Southern California,Albert Hammond
A Matter Of Trust,Billy Joel
Raise The Roof,Luke Featuring No Good But So Good
Red Lights,Tiesto
Somebody's Gettin' It,Johnnie Taylor
Shattered Glass,Laura Branigan
Hate That I Love You,Rihanna Featuring Ne-Yo
Somebody Like You,Keith Urban
So High (rock Me Baby And Roll Me Away),Dave Mason
Shu Rah,Fats Domino
Jocelyn Flores,XXXTENTACION
Wish I Knew You,The Revivalists
Biology,Danny Valentino
Stone Blue,Foghat
Life And Death In G & A,Abaco Dream
Stop! Look What You're Doing,Carla Thomas
Wait For You,Bonham
What's Made Milwaukee Famous (Has Made A Loser Out Of Me),Jerry Lee Lewis
Party,Van Mccoy
Fell For You,The Dramatics
I Can't Love You Back,Easton Corbin
Getting Mighty Crowded,Betty Everett
Money,Pink Floyd
Cowboy Take Me Away,Dixie Chicks
One Love In My Lifetime,Diana Ross
Under The Milky Way,The Church
Let's Get Crazy,Hannah Montana
Stop The World,Extreme
I'll Sleep When I'm Dead,Bon Jovi
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj
Bluebirds Over The Mountain,The Beach Boys
What He Didn't Do,Carly Pearce
Wholesale Love,Buddy Miles
Ballin',Young Jeezy Featuring Lil Wayne
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison
Am I The Only One,Dierks Bentley
Sugar Honey Ice Tea,Goodfellaz
The Invitation,50 Cent
Comedown,Bush
Who Dat,JT Money Featuring Sole
If I Had No Loot,Tony Toni Tone
Sick Boy,The Chainsmokers
Break Away (From That Boy),The Newbeats
Chairman Of The Board,Chairman Of The Board
Holiday Road,Lindsey Buckingham
Who's Holding Donna Now,Debarge
Down That Road,Alisan Porter
My Heart Is Failing Me,Riff
I'm A Hog For You,The Coasters
X2,Lil Uzi Vert
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion
Cherry Pie,Skip And Flip
Fix,BLACKstreet With Special Guests Ol' Dirty Bastard & Slash
White & Nerdy,"""Weird Al"" Yankovic"
"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy
Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir
Rome Will Never Leave You,Richard Chamberlain
Sugar Don't Bite,Sam Harris
Farewell My Summer Love,Michael Jackson
Everybody Loves A Nut,Johnny Cash
Stereo Hearts,Glee Cast
Special Delivery,1910 Fruitgum Co.
Da Doo Ron Ron,Shaun Cassidy
Coming Back To You,Maxine Brown
Slowdown,John Miles
There's A Party Going On,Yvonne
Say My Name,Destiny's Child
Your Move (I've Seen All Good People),Yes
Savage,Megan Thee Stallion Featuring Beyonce
It Doesn't Matter,Tyler Collins
No One Like You,Scorpions
I Go Crazy,Paul Davis
Popstar,DJ Khaled Featuring Drake
Love You So Much,New Colony Six
Secret,Madonna
Until Now,Bobby Arvon
Psycho,Post Malone Featuring Ty Dolla $ign
I'll Touch A Star,Terry Stafford
Lonely Blue Boy,Conway Twitty
The End Of Our Road,Marvin Gaye
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa
Jody,Jermaine Stewart
Pink Cashmere,Prince
Memories,David Guetta Featuring Kid Cudi
Hooked On You,Bread
My Dearest Darling,Etta James
Proud Of The House We Built,Brooks & Dunn
Have I Stayed Too Long,Sonny & Cher
I Like The Way She Do It,G Unit
Follow You,Imagine Dragons
Kiss Me,Sixpence None The Richer
So This Is Love,The Castells
Toothbrush,DNCE
All Of Me For All Of You,9.9
Con Calma,Daddy Yankee & Katy Perry Featuring Snow
Is This Love,Whitesnake
Kingdom Come,JAY-Z
Till Death Do Us Part,Bob Braun
Under The Moon Of Love,Curtis Lee
La Droga,Bad Bunny
Best For Me,Joyner Lucas & Jelly Roll
Stay With Me,Sam Smith
Redemption,Drake
Jimmy's Girl,Johnny Tillotson
The Heart Of Dixie,Danielle Bradbery
Everlasting Love,Gloria Estefan
Just Ain't Enough Love,Eddie Holland
Eyes Wide Open,Gotye
Goodbye My Love,James Brown
Through The Rain,Mariah Carey
Waffle House,Jonas Brothers
Where I Wanna Be,Donell Jones
Heroe Favorito,Romeo Santos
Up All Night,Khalid
Believe,Lenny Kravitz
Ten Commandments Of Love,Harvey & The Moonglows
My Guy,Mary Wells
Two People Fell In Love,Brad Paisley
Baby Don't Change Your Mind,Gladys Knight And The Pips
Al Di La',Emilio Pericoli
Bringin' On The Heartbreak,Def Leppard
I'll Be There For You/This House Is Not A Home,The Rembrandts
Are You Sure Hank Done It This Way,Waylon Jennings
Make Me A Song,Kiley Dean
Outta My Head,Craig Campbell
Andrea,Bad Bunny & Buscabulla
Living In The Background,Baltimora
Down 4 U,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita"
Long Lonesome Highway,Michael Parks
Touch The Sky,Future
Condition Red,The Goodees
It Could Have Been Me,Sami Jo
I Wish Grandpas Never Died,Riley Green
The Other Side,SZA X Justin Timberlake
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone
You've Been In Love Too Long,Martha & The Vandellas
Maneater,Daryl Hall John Oates
The Little Girl,John Michael Montgomery
#9 Dream,John Lennon
Call Me When You're Sober,Evanescence
Love And Pride,King
One Heart At A Time,Various Artists
Give Me A Sign (Forever And Ever),Breaking Benjamin
Nights Are Forever Without You,England Dan & John Ford Coley
The Cowboy In Me,Tim McGraw
Sugarhigh,Jade Anderson
Famous Friends,Chris Young + Kane Brown
Knocks Me Off My Feet,Donell Jones
"Wild, Wild West",The Escape Club
House Party,Sam Hunt
Blue Velvet,Bobby Vinton
What Cha Gonna Do With My Lovin',Stephanie Mills
(You Don't Know) How Glad I Am,Nancy Wilson
Fire,Mother's Finest
I Will Love You,Richard Chamberlain
Midnight,Johnny Gibson
Empire State Of Mind,Glee Cast
Amen,Meek Mill Featuring Drake
I Like To Rock,April Wine
Forever Mine,The Motels
After Midnight,Maggie Bell
I'm Alive,Neil Diamond
She Works Hard For The Money,Donna Summer
I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano
Take It To Da House,Trick Daddy Featuring The SNS Express
C'mon Marianne,Donny Osmond
How Will I Know,Glee Cast
Ocean,TK Kravitz Featuring Jacqueez
We Can't Be Friends (Wait For Your Love),Ariana Grande
Dream Me Home,Mac Davis
The Way,Jill Scott
I Wish,Carl Thomas
Happenings Ten Years Time Ago,The Yardbirds
My Toot Toot,Jean Knight
Dancing In Heaven (Orbital Be-Bop),Q-feel
Somewhere,P.J. Proby
Serious Kinda Girl,Christopher Max
All My Friends,21 Savage
The Power Of Good-Bye,Madonna
Keeper Of The Flame,Martin Page
True Love,P!nk Featuring Lily Allen
Oochie Coochie,M.C. Brains
This Is What It Feels Like,Armin van Buuren Featuring Trevor Guthrie
Outstanding,The Gap Band
Call On Me,Chicago
I Wanna Make You Close Your Eyes,Dierks Bentley
Give It To Me,The J. Geils Band
